Region,Nuevos Casos,Casos Confirmados,Fallecidos,Fecha,Casostotalesacumulados,Casosnuevostotales,Casosnuevosconsintomas,Casosnuevossinsintomas*,%Total,Casosnuevossinsintomas,Tasa*100000,Incrementodiario,Region ID,Poblacion,Tasa
Metropolitana,151.0,3599.0,35,2020/04/12,,,,,,,,,13,8125072,44.29499209360853
O’Higgins,1.0,46.0,0,2020/04/12,,,,,,,,,6,991063,4.64148091493679
Maule,4.0,138.0,3,2020/04/12,,,,,,,,,7,1131939,12.191469681670124
Ñuble,7.0,613.0,7,2020/04/12,,,,,,,,,16,511551,119.8316492392743
Biobío,10.0,500.0,2,2020/04/12,,,,,,,,,8,1663696,30.053567478673987
Araucanía,36.0,775.0,17,2020/04/12,,,,,,,,,9,1014343,76.40413548474234
Los Ríos,5.0,135.0,3,2020/04/12,,,,,,,,,14,405835,33.264750452770215
Los Lagos,8.0,372.0,5,2020/04/12,,,,,,,,,10,891440,41.73023422776631
Aysén,0.0,7.0,0,2020/04/12,,,,,,,,,11,107297,6.523947547461719
Magallanes,19.0,396.0,4,2020/04/12,,,,,,,,,12,178362,222.02038550812392
Arica y Parinacota,29.0,239.0,3,2020/04/24,,,,,,,,,15,252110,94.7998889373686
Tarapacá,6.0,134.0,0,2020/04/24,,,,,,,,,1,382773,35.00769385510472
Antofagasta,26.0,366.0,2,2020/04/24,,,,,,,,,2,691854,52.901334674656795
Atacama,3.0,21.0,0,2020/04/24,,,,,,,,,3,314709,6.67283109157984
Coquimbo,2.0,72.0,0,2020/04/24,,,,,,,,,4,836096,8.611451316595224
Valparaíso,7.0,436.0,8,2020/04/24,,,,,,,,,5,1960170,22.242968722100635
Metropolitana,327.0,6761.0,86,2020/04/24,,,,,,,,,13,8125072,83.21157030977695
O’Higgins,5.0,81.0,1,2020/04/24,,,,,,,,,6,991063,8.173042480649565
Maule,16.0,349.0,10,2020/04/24,,,,,,,,,7,1131939,30.832050136977344
Ñuble,7.0,715.0,14,2020/04/24,,,,,,,,,16,511551,139.77101012411273
Biobío,8.0,683.0,5,2020/04/24,,,,,,,,,8,1663696,41.05317317586867
Araucanía,42.0,1184.0,26,2020/04/24,,,,,,,,,9,1014343,116.72580182443217
Los Ríos,1.0,174.0,3,2020/04/24,,,,,,,,,14,405835,42.87456725023717
Los Lagos,6.0,460.0,8,2020/04/24,,,,,,,,,10,891440,51.60190253971103
Aysén,0.0,7.0,0,2020/04/24,,,,,,,,,11,107297,6.523947547461719
Magallanes,9.0,624.0,8,2020/04/24,,,,,,,,,12,178362,349.85030443704375
Arica y Parinacota,1.0,1.0,0,2020/03/19,,,,,,,,,15,252110,0.3966522549680695
Tarapacá,0.0,0.0,0,2020/03/19,,,,,,,,,1,382773,0.0
Antofagasta,0.0,2.0,0,2020/03/19,,,,,,,,,2,691854,0.2890783315555016
Atacama,0.0,1.0,0,2020/03/19,,,,,,,,,3,314709,0.3177538615038019
Coquimbo,2.0,2.0,0,2020/03/19,,,,,,,,,4,836096,0.23920698101653398
Valparaíso,3.0,4.0,0,2020/03/19,,,,,,,,,5,1960170,0.20406393323028105
Metropolitana,73.0,247.0,0,2020/03/19,,,,,,,,,13,8125072,3.0399730611617968
O’Higgins,2.0,2.0,0,2020/03/19,,,,,,,,,6,991063,0.20180351804073002
Maule,3.0,14.0,0,2020/03/19,,,,,,,,,7,1131939,1.2368157648071143
Ñuble,2.0,28.0,0,2020/03/19,,,,,,,,,16,511551,5.473550046818402
Biobío,7.0,14.0,0,2020/03/19,,,,,,,,,8,1663696,0.8414998894028717
Araucanía,3.0,7.0,0,2020/03/19,,,,,,,,,9,1014343,0.6901018688944469
Los Ríos,0.0,1.0,0,2020/03/19,,,,,,,,,14,405835,0.24640555890940902
Los Lagos,8.0,16.0,0,2020/03/19,,,,,,,,,10,891440,1.7948487839899487
Aysén,0.0,1.0,0,2020/03/19,,,,,,,,,11,107297,0.9319925067802455
Magallanes,0.0,2.0,0,2020/03/19,,,,,,,,,12,178362,1.1213150783238583
Arica y Parinacota,,,7,2020/05/24,498.0,16.0,13.0,3.0,0.72%,,,,15,252110,
Tarapacá,,,7,2020/05/24,1564.0,93.0,85.0,8.0,2.26%,,,,1,382773,
Antofagasta,,,21,2020/05/24,1947.0,50.0,40.0,10.0,2.82%,,,,2,691854,
Atacama,,,0,2020/05/24,182.0,0.0,0.0,0.0,0.26%,,,,3,314709,
Coquimbo,,,2,2020/05/24,323.0,29.0,25.0,4.0,0.47%,,,,4,836096,
Valparaíso,,,48,2020/05/24,2230.0,114.0,99.0,15.0,3.23%,,,,5,1960170,
Metropolitana,,,494,2020/05/24,54544.0,3145.0,2859.0,286.0,78.93%,,,,13,8125072,
O’Higgins,,,11,2020/05/24,554.0,36.0,28.0,8.0,0.80%,,,,6,991063,
Maule,,,15,2020/05/24,892.0,69.0,65.0,4.0,1.29%,,,,7,1131939,
Ñuble,,,21,2020/05/24,1102.0,25.0,23.0,2.0,1.59%,,,,16,511551,
Biobío,,,10,2020/05/24,1414.0,60.0,51.0,9.0,2.05%,,,,8,1663696,
Araucanía,,,45,2020/05/24,1808.0,34.0,26.0,8.0,2.62%,,,,9,1014343,
Los Ríos,,,6,2020/05/24,290.0,16.0,11.0,5.0,0.42%,,,,14,405835,
Los Lagos,,,13,2020/05/24,736.0,9.0,6.0,3.0,1.07%,,,,10,891440,
Aysén,,,0,2020/05/24,8.0,0.0,0.0,0.0,0.01%,,,,11,107297,
Magallanes,,,18,2020/05/24,1010.0,13.0,12.0,1.0,1.46%,,,,12,178362,
Arica y Parinacota,0.0,0.0,0,2020/03/12,,,,,,,,,15,252110,0.0
Tarapacá,0.0,0.0,0,2020/03/12,,,,,,,,,1,382773,0.0
Antofagasta,0.0,0.0,0,2020/03/12,,,,,,,,,2,691854,0.0
Atacama,0.0,0.0,0,2020/03/12,,,,,,,,,3,314709,0.0
Coquimbo,0.0,0.0,0,2020/03/12,,,,,,,,,4,836096,0.0
Valparaíso,0.0,0.0,0,2020/03/12,,,,,,,,,5,1960170,0.0
Metropolitana,9.0,23.0,0,2020/03/12,,,,,,,,,13,8125072,0.2830744146021106
O’Higgins,0.0,0.0,0,2020/03/12,,,,,,,,,6,991063,0.0
Maule,0.0,7.0,0,2020/03/12,,,,,,,,,7,1131939,0.6184078824035572
Ñuble,1.0,1.0,0,2020/03/12,,,,,,,,,16,511551,0.19548393024351432
Biobío,0.0,1.0,0,2020/03/12,,,,,,,,,8,1663696,0.06010713495734797
Araucanía,0.0,0.0,0,2020/03/12,,,,,,,,,9,1014343,0.0
Los Ríos,0.0,0.0,0,2020/03/12,,,,,,,,,14,405835,0.0
Los Lagos,0.0,1.0,0,2020/03/12,,,,,,,,,10,891440,0.1121780489993718
Aysén,0.0,0.0,0,2020/03/12,,,,,,,,,11,107297,0.0
Magallanes,0.0,0.0,0,2020/03/12,,,,,,,,,12,178362,0.0
Arica y Parinacota,0.0,0.0,0,2020/03/15,,,,,,,,,15,252110,0.0
Tarapacá,0.0,0.0,0,2020/03/15,,,,,,,,,1,382773,0.0
Antofagasta,0.0,2.0,0,2020/03/15,,,,,,,,,2,691854,0.2890783315555016
Atacama,0.0,1.0,0,2020/03/15,,,,,,,,,3,314709,0.3177538615038019
Coquimbo,0.0,0.0,0,2020/03/15,,,,,,,,,4,836096,0.0
Valparaíso,0.0,0.0,0,2020/03/15,,,,,,,,,5,1960170,0.0
Metropolitana,14.0,54.0,0,2020/03/15,,,,,,,,,13,8125072,0.6646094951527814
O’Higgins,0.0,0.0,0,2020/03/15,,,,,,,,,6,991063,0.0
Maule,0.0,9.0,0,2020/03/15,,,,,,,,,7,1131939,0.7950958488045735
Ñuble,0.0,4.0,0,2020/03/15,,,,,,,,,16,511551,0.7819357209740573
Biobío,0.0,3.0,0,2020/03/15,,,,,,,,,8,1663696,0.18032140487204393
Araucanía,0.0,0.0,0,2020/03/15,,,,,,,,,9,1014343,0.0
Los Ríos,0.0,0.0,0,2020/03/15,,,,,,,,,14,405835,0.0
Los Lagos,0.0,1.0,0,2020/03/15,,,,,,,,,10,891440,0.1121780489993718
Aysén,0.0,1.0,0,2020/03/15,,,,,,,,,11,107297,0.9319925067802455
Magallanes,0.0,0.0,0,2020/03/15,,,,,,,,,12,178362,0.0
Arica y Parinacota,,,7,2020/05/23,482.0,11.0,9.0,2.0,0.74%,,,,15,252110,
Tarapacá,,,5,2020/05/23,1471.0,78.0,68.0,10.0,2.25%,,,,1,382773,
Antofagasta,,,21,2020/05/23,1897.0,56.0,52.0,4.0,2.90%,,,,2,691854,
Atacama,,,0,2020/05/23,182.0,7.0,6.0,1.0,0.28%,,,,3,314709,
Coquimbo,,,2,2020/05/23,294.0,13.0,12.0,1.0,0.45%,,,,4,836096,
Valparaíso,,,44,2020/05/23,2116.0,96.0,87.0,9.0,3.24%,,,,5,1960170,
Metropolitana,,,455,2020/05/23,51399.0,3049.0,2812.0,237.0,78.60%,,,,13,8125072,
O’Higgins,,,11,2020/05/23,518.0,26.0,20.0,6.0,0.79%,,,,6,991063,
Maule,,,15,2020/05/23,823.0,41.0,37.0,4.0,1.26%,,,,7,1131939,
Ñuble,,,21,2020/05/23,1077.0,52.0,45.0,7.0,1.65%,,,,16,511551,
Biobío,,,10,2020/05/23,1354.0,43.0,39.0,4.0,2.07%,,,,8,1663696,
Araucanía,,,45,2020/05/23,1774.0,37.0,30.0,7.0,2.71%,,,,9,1014343,
Los Ríos,,,6,2020/05/23,274.0,12.0,10.0,2.0,0.42%,,,,14,405835,
Los Lagos,,,13,2020/05/23,727.0,10.0,5.0,5.0,1.11%,,,,10,891440,
Aysén,,,0,2020/05/23,8.0,0.0,0.0,0.0,0.01%,,,,11,107297,
Magallanes,,,18,2020/05/23,997.0,5.0,5.0,0.0,1.52%,,,,12,178362,
Arica y Parinacota,3.0,268.0,3,2020/04/28,,,,,,,,,15,252110,106.30280433144262
Tarapacá,5.0,169.0,1,2020/04/28,,,,,,,,,1,382773,44.15149448890073
Antofagasta,24.0,481.0,4,2020/04/28,,,,,,,,,2,691854,69.52333873909814
Atacama,0.0,35.0,0,2020/04/28,,,,,,,,,3,314709,11.121385152633067
Coquimbo,0.0,74.0,0,2020/04/28,,,,,,,,,4,836096,8.850658297611757
Valparaíso,8.0,493.0,10,2020/04/28,,,,,,,,,5,1960170,25.15087977063214
Metropolitana,442.0,8300.0,100,2020/04/28,,,,,,,,,13,8125072,102.15294092163123
O’Higgins,3.0,97.0,1,2020/04/28,,,,,,,,,6,991063,9.787470624975406
Maule,21.0,384.0,12,2020/04/28,,,,,,,,,7,1131939,33.924089548995134
Ñuble,6.0,747.0,14,2020/04/28,,,,,,,,,16,511551,146.0264958919052
Biobío,3.0,709.0,7,2020/04/28,,,,,,,,,8,1663696,42.61595868475972
Araucanía,15.0,1251.0,32,2020/04/28,,,,,,,,,9,1014343,123.33106256956472
Los Ríos,0.0,180.0,4,2020/04/28,,,,,,,,,14,405835,44.353000603693616
Los Lagos,0.0,477.0,9,2020/04/28,,,,,,,,,10,891440,53.50892937270035
Aysén,0.0,7.0,0,2020/04/28,,,,,,,,,11,107297,6.523947547461719
Magallanes,22.0,693.0,10,2020/04/28,,,,,,,,,12,178362,388.53567463921684
Arica y Parinacota,30.0,210.0,2,2020/04/23,,,,,,,,,15,252110,83.29697354329458
Tarapacá,14.0,128.0,0,2020/04/23,,,,,,,,,1,382773,33.440185175025405
Antofagasta,14.0,340.0,2,2020/04/23,,,,,,,,,2,691854,49.14331636443527
Atacama,5.0,18.0,0,2020/04/23,,,,,,,,,3,314709,5.719569507068435
Coquimbo,0.0,70.0,0,2020/04/23,,,,,,,,,4,836096,8.372244335578689
Valparaíso,8.0,429.0,7,2020/04/23,,,,,,,,,5,1960170,21.885856838947642
Metropolitana,351.0,6434.0,85,2020/04/23,,,,,,,,,13,8125072,79.18699058912955
O’Higgins,17.0,76.0,1,2020/04/23,,,,,,,,,6,991063,7.66853368554774
Maule,5.0,333.0,10,2020/04/23,,,,,,,,,7,1131939,29.418546405769217
Ñuble,5.0,708.0,13,2020/04/23,,,,,,,,,16,511551,138.40262261240815
Biobío,17.0,675.0,5,2020/04/23,,,,,,,,,8,1663696,40.57231609620988
Araucanía,29.0,1142.0,26,2020/04/23,,,,,,,,,9,1014343,112.58519061106549
Los Ríos,2.0,173.0,3,2020/04/23,,,,,,,,,14,405835,42.628161691327755
Los Lagos,9.0,454.0,7,2020/04/23,,,,,,,,,10,891440,50.9288342457148
Aysén,0.0,7.0,0,2020/04/23,,,,,,,,,11,107297,6.523947547461719
Magallanes,10.0,615.0,7,2020/04/23,,,,,,,,,12,178362,344.80438658458644
Arica y Parinacota,0.0,0.0,0,2020/03/07,,,,,,,,,15,252110,0.0
Tarapacá,0.0,0.0,0,2020/03/07,,,,,,,,,1,382773,0.0
Antofagasta,0.0,0.0,0,2020/03/07,,,,,,,,,2,691854,0.0
Atacama,0.0,0.0,0,2020/03/07,,,,,,,,,3,314709,0.0
Coquimbo,0.0,0.0,0,2020/03/07,,,,,,,,,4,836096,0.0
Valparaíso,0.0,0.0,0,2020/03/07,,,,,,,,,5,1960170,0.0
Metropolitana,1.0,4.0,0,2020/03/07,,,,,,,,,13,8125072,0.0492303329742801
O’Higgins,0.0,0.0,0,2020/03/07,,,,,,,,,6,991063,0.0
Maule,0.0,2.0,0,2020/03/07,,,,,,,,,7,1131939,0.1766879664010163
Ñuble,0.0,0.0,0,2020/03/07,,,,,,,,,16,511551,0.0
Biobío,0.0,0.0,0,2020/03/07,,,,,,,,,8,1663696,0.0
Araucanía,0.0,0.0,0,2020/03/07,,,,,,,,,9,1014343,0.0
Los Ríos,0.0,0.0,0,2020/03/07,,,,,,,,,14,405835,0.0
Los Lagos,1.0,1.0,0,2020/03/07,,,,,,,,,10,891440,0.1121780489993718
Aysén,0.0,0.0,0,2020/03/07,,,,,,,,,11,107297,0.0
Magallanes,0.0,0.0,0,2020/03/07,,,,,,,,,12,178362,0.0
Arica y Parinacota,12.0,53.0,0,2020/04/07,,,,,,,,,15,252110,21.022569513307683
Tarapacá,2.0,23.0,0,2020/04/07,,,,,,,,,1,382773,6.008783273637378
Antofagasta,1.0,69.0,1,2020/04/07,,,,,,,,,2,691854,9.973202438664806
Atacama,1.0,6.0,0,2020/04/07,,,,,,,,,3,314709,1.9065231690228115
Coquimbo,1.0,52.0,0,2020/04/07,,,,,,,,,4,836096,6.219381506429884
Valparaíso,16.0,214.0,1,2020/04/07,,,,,,,,,5,1960170,10.917420427820035
Metropolitana,106.0,2350.0,12,2020/04/07,,,,,,,,,13,8125072,28.922820622389565
O’Higgins,0.0,42.0,0,2020/04/07,,,,,,,,,6,991063,4.23787387885533
Maule,0.0,108.0,2,2020/04/07,,,,,,,,,7,1131939,9.54115018565488
Ñuble,48.0,522.0,5,2020/04/07,,,,,,,,,16,511551,102.04261158711448
Biobío,27.0,410.0,2,2020/04/07,,,,,,,,,8,1663696,24.64392533251267
Araucanía,50.0,612.0,14,2020/04/07,,,,,,,,,9,1014343,60.33462053762879
Los Ríos,5.0,109.0,2,2020/04/07,,,,,,,,,14,405835,26.85820592112558
Los Lagos,13.0,299.0,2,2020/04/07,,,,,,,,,10,891440,33.541236650812166
Aysén,0.0,7.0,0,2020/04/07,,,,,,,,,11,107297,6.523947547461719
Magallanes,19.0,240.0,2,2020/04/07,,,,,,,,,12,178362,134.557809398863
Arica y Parinacota,0.0,6.0,0,2020/03/31,,,,,,,,,15,252110,2.379913529808417
Tarapacá,2.0,10.0,0,2020/03/31,,,,,,,,,1,382773,2.61251446679886
Antofagasta,0.0,35.0,0,2020/03/31,,,,,,,,,2,691854,5.058870802221278
Atacama,0.0,2.0,0,2020/03/31,,,,,,,,,3,314709,0.6355077230076038
Coquimbo,1.0,28.0,0,2020/03/31,,,,,,,,,4,836096,3.348897734231476
Valparaíso,7.0,115.0,1,2020/03/31,,,,,,,,,5,1960170,5.86683808037058
Metropolitana,125.0,1420.0,4,2020/03/31,,,,,,,,,13,8125072,17.476768205869437
O’Higgins,2.0,23.0,0,2020/03/31,,,,,,,,,6,991063,2.320740457468395
Maule,8.0,62.0,1,2020/03/31,,,,,,,,,7,1131939,5.477326958431505
Ñuble,16.0,245.0,0,2020/03/31,,,,,,,,,16,511551,47.89356290966101
Biobío,15.0,216.0,2,2020/03/31,,,,,,,,,8,1663696,12.983141150787162
Araucanía,55.0,302.0,4,2020/03/31,,,,,,,,,9,1014343,29.772966343731852
Los Ríos,11.0,58.0,0,2020/03/31,,,,,,,,,14,405835,14.291522416745721
Los Lagos,23.0,151.0,0,2020/03/31,,,,,,,,,10,891440,16.938885398905143
Aysén,0.0,2.0,0,2020/03/31,,,,,,,,,11,107297,1.863985013560491
Magallanes,24.0,63.0,0,2020/03/31,,,,,,,,,12,178362,35.32142496720154
Arica y Parinacota,,,6,2020/05/07,325.0,7.0,6.0,1.0,1.32%,,,,15,252110,
Tarapacá,,,1,2020/05/07,417.0,78.0,38.0,40.0,1.70%,,,,1,382773,
Antofagasta,,,7,2020/05/07,895.0,40.0,31.0,9.0,3.64%,,,,2,691854,
Atacama,,,0,2020/05/07,87.0,7.0,1.0,6.0,0.35%,,,,3,314709,
Coquimbo,,,0,2020/05/07,100.0,3.0,1.0,2.0,0.41%,,,,4,836096,
Valparaíso,,,17,2020/05/07,781.0,65.0,61.0,4.0,3.18%,,,,5,1960170,
Metropolitana,,,152,2020/05/07,16828.0,1246.0,1149.0,97.0,68.46%,,,,13,8125072,
O’Higgins,,,3,2020/05/07,151.0,6.0,6.0,0.0,0.61%,,,,6,991063,
Maule,,,13,2020/05/07,414.0,6.0,6.0,0.0,1.68%,,,,7,1131939,
Ñuble,,,17,2020/05/07,793.0,2.0,1.0,1.0,3.23%,,,,16,511551,
Biobío,,,8,2020/05/07,814.0,25.0,18.0,7.0,3.31%,,,,8,1663696,
Araucanía,,,36,2020/05/07,1385.0,23.0,7.0,16.0,5.63%,,,,9,1014343,
Los Ríos,,,4,2020/05/07,202.0,2.0,2.0,0.0,0.82%,,,,14,405835,
Los Lagos,,,10,2020/05/07,545.0,4.0,0.0,4.0,2.22%,,,,10,891440,
Aysén,,,0,2020/05/07,8.0,1.0,1.0,0.0,0.03%,,,,11,107297,
Magallanes,,,11,2020/05/07,836.0,18.0,15.0,3.0,3.40%,,,,12,178362,
Arica y Parinacota,4.0,124.0,1,2020/04/15,,,,,,,,,15,252110,49.18487961604062
Tarapacá,0.0,62.0,0,2020/04/15,,,,,,,,,1,382773,16.19758969415293
Antofagasta,21.0,176.0,1,2020/04/15,,,,,,,,,2,691854,25.438893176884143
Atacama,0.0,13.0,0,2020/04/15,,,,,,,,,3,314709,4.130800199549425
Coquimbo,0.0,66.0,0,2020/04/15,,,,,,,,,4,836096,7.8938303735456214
Valparaíso,14.0,299.0,2,2020/04/15,,,,,,,,,5,1960170,15.253779008963509
Metropolitana,248.0,4334.0,41,2020/04/15,,,,,,,,,13,8125072,53.341065777632494
O’Higgins,1.0,54.0,0,2020/04/15,,,,,,,,,6,991063,5.44869498709971
Maule,10.0,152.0,4,2020/04/15,,,,,,,,,7,1131939,13.42828544647724
Ñuble,12.0,634.0,8,2020/04/15,,,,,,,,,16,511551,123.93681177438809
Biobío,14.0,542.0,2,2020/04/15,,,,,,,,,8,1663696,32.5780671468826
Araucanía,10.0,826.0,21,2020/04/15,,,,,,,,,9,1014343,81.43202052954474
Los Ríos,2.0,150.0,3,2020/04/15,,,,,,,,,14,405835,36.96083383641135
Los Lagos,5.0,390.0,5,2020/04/15,,,,,,,,,10,891440,43.749439109755
Aysén,0.0,7.0,0,2020/04/15,,,,,,,,,11,107297,6.523947547461719
Magallanes,15.0,444.0,6,2020/04/15,,,,,,,,,12,178362,248.93194738789654
Arica y Parinacota,0.0,3.0,0,2020/03/28,,,,,,,,,15,252110,1.1899567649042084
Tarapacá,0.0,5.0,0,2020/03/28,,,,,,,,,1,382773,1.30625723339943
Antofagasta,4.0,25.0,0,2020/03/28,,,,,,,,,2,691854,3.61347914444377
Atacama,0.0,1.0,0,2020/03/28,,,,,,,,,3,314709,0.3177538615038019
Coquimbo,1.0,15.0,0,2020/03/28,,,,,,,,,4,836096,1.794052357624005
Valparaíso,22.0,71.0,0,2020/03/28,,,,,,,,,5,1960170,3.6221348148374886
Metropolitana,146.0,1084.0,3,2020/03/28,,,,,,,,,13,8125072,13.341420236029908
O’Higgins,4.0,20.0,0,2020/03/28,,,,,,,,,6,991063,2.0180351804073
Maule,5.0,37.0,0,2020/03/28,,,,,,,,,7,1131939,3.268727378418802
Ñuble,28.0,172.0,0,2020/03/28,,,,,,,,,16,511551,33.623236001884464
Biobío,16.0,151.0,2,2020/03/28,,,,,,,,,8,1663696,9.076177378559544
Araucanía,34.0,177.0,1,2020/03/28,,,,,,,,,9,1014343,17.449718684902443
Los Ríos,5.0,27.0,0,2020/03/28,,,,,,,,,14,405835,6.652950090554043
Los Lagos,30.0,93.0,0,2020/03/28,,,,,,,,,10,891440,10.432558556941578
Aysén,0.0,2.0,0,2020/03/28,,,,,,,,,11,107297,1.863985013560491
Magallanes,4.0,26.0,0,2020/03/28,,,,,,,,,12,178362,14.577096018210156
Arica y Parinacota,,,7,2020/05/15,368.0,5.0,5.0,0.0,0.93%,,,,15,252110,
Tarapacá,,,2,2020/05/15,779.0,97.0,75.0,22.0,1.97%,,,,1,382773,
Antofagasta,,,12,2020/05/15,1331.0,54.0,38.0,16.0,3.37%,,,,2,691854,
Atacama,,,0,2020/05/15,143.0,3.0,2.0,1.0,0.36%,,,,3,314709,
Coquimbo,,,1,2020/05/15,180.0,15.0,5.0,10.0,0.46%,,,,4,836096,
Valparaíso,,,27,2020/05/15,1312.0,99.0,66.0,33.0,3.32%,,,,5,1960170,
Metropolitana,,,221,2020/05/15,29276.0,2060.0,1793.0,267.0,74.04%,,,,13,8125072,
O’Higgins,,,5,2020/05/15,323.0,28.0,22.0,6.0,0.82%,,,,6,991063,
Maule,,,14,2020/05/15,540.0,21.0,14.0,7.0,1.37%,,,,7,1131939,
Ñuble,,,20,2020/05/15,885.0,36.0,30.0,6.0,2.24%,,,,16,511551,
Biobío,,,9,2020/05/15,1036.0,41.0,32.0,9.0,2.62%,,,,8,1663696,
Araucanía,,,43,2020/05/15,1564.0,28.0,18.0,10.0,3.96%,,,,9,1014343,
Los Ríos,,,6,2020/05/15,219.0,5.0,4.0,1.0,0.55%,,,,14,405835,
Los Lagos,,,11,2020/05/15,641.0,8.0,6.0,2.0,1.62%,,,,10,891440,
Aysén,,,0,2020/05/15,8.0,0.0,0.0,0.0,0.02%,,,,11,107297,
Magallanes,,,16,2020/05/15,937.0,2.0,2.0,0.0,2.37%,,,,12,178362,
Arica y Parinacota,0.0,2.0,0,2020/03/23,,,,,,,,,15,252110,0.793304509936139
Tarapacá,1.0,1.0,0,2020/03/23,,,,,,,,,1,382773,0.261251446679886
Antofagasta,0.0,11.0,0,2020/03/23,,,,,,,,,2,691854,1.589930823555259
Atacama,0.0,1.0,0,2020/03/23,,,,,,,,,3,314709,0.3177538615038019
Coquimbo,1.0,6.0,0,2020/03/23,,,,,,,,,4,836096,0.717620943049602
Valparaíso,3.0,19.0,0,2020/03/23,,,,,,,,,5,1960170,0.9693036828438351
Metropolitana,50.0,459.0,1,2020/03/23,,,,,,,,,13,8125072,5.649180708798642
O’Higgins,0.0,8.0,0,2020/03/23,,,,,,,,,6,991063,0.8072140721629201
Maule,3.0,28.0,0,2020/03/23,,,,,,,,,7,1131939,2.4736315296142286
Ñuble,17.0,81.0,0,2020/03/23,,,,,,,,,16,511551,15.83419834972466
Biobío,11.0,46.0,0,2020/03/23,,,,,,,,,8,1663696,2.764928208038007
Araucanía,13.0,40.0,0,2020/03/23,,,,,,,,,9,1014343,3.9434392508254112
Los Ríos,3.0,4.0,0,2020/03/23,,,,,,,,,14,405835,0.9856222356376361
Los Lagos,10.0,33.0,0,2020/03/23,,,,,,,,,10,891440,3.7018756169792693
Aysén,0.0,1.0,0,2020/03/23,,,,,,,,,11,107297,0.9319925067802455
Magallanes,2.0,6.0,0,2020/03/23,,,,,,,,,12,178362,3.3639452349715744
Arica y Parinacota,,,7,2020/05/13,359.0,8.0,7.0,1.0,1.04%,,,,15,252110,
Tarapacá,,,1,2020/05/13,615.0,37.0,31.0,6.0,1.79%,,,,1,382773,
Antofagasta,,,11,2020/05/13,1216.0,107.0,91.0,16.0,3.54%,,,,2,691854,
Atacama,,,0,2020/05/13,139.0,5.0,5.0,0.0,0.40%,,,,3,314709,
Coquimbo,,,1,2020/05/13,153.0,5.0,0.0,5.0,0.45%,,,,4,836096,
Valparaíso,,,24,2020/05/13,1123.0,94.0,79.0,15.0,3.27%,,,,5,1960170,
Metropolitana,,,184,2020/05/13,24965.0,2256.0,1826.0,430.0,72.61%,,,,13,8125072,
O’Higgins,,,4,2020/05/13,248.0,24.0,18.0,6.0,0.72%,,,,6,991063,
Maule,,,14,2020/05/13,485.0,19.0,17.0,2.0,1.41%,,,,7,1131939,
Ñuble,,,19,2020/05/13,839.0,13.0,11.0,2.0,2.44%,,,,16,511551,
Biobío,,,9,2020/05/13,975.0,33.0,27.0,6.0,2.84%,,,,8,1663696,
Araucanía,,,39,2020/05/13,1495.0,13.0,9.0,4.0,4.35%,,,,9,1014343,
Los Ríos,,,6,2020/05/13,212.0,1.0,1.0,0.0,0.62%,,,,14,405835,
Los Lagos,,,11,2020/05/13,628.0,34.0,21.0,13.0,1.83%,,,,10,891440,
Aysén,,,0,2020/05/13,8.0,0.0,0.0,0.0,0.02%,,,,11,107297,
Magallanes,,,16,2020/05/13,921.0,11.0,9.0,2.0,2.68%,,,,12,178362,
Arica y Parinacota,8.0,142.0,2,2020/04/18,,,,,,,,,15,252110,56.32462020546587
Tarapacá,8.0,81.0,0,2020/04/18,,,,,,,,,1,382773,21.161367181070766
Antofagasta,15.0,226.0,1,2020/04/18,,,,,,,,,2,691854,32.66585146577168
Atacama,0.0,13.0,0,2020/04/18,,,,,,,,,3,314709,4.130800199549425
Coquimbo,0.0,68.0,0,2020/04/18,,,,,,,,,4,836096,8.133037354562155
Valparaíso,14.0,359.0,4,2020/04/18,,,,,,,,,5,1960170,18.314738007417724
Metropolitana,277.0,5192.0,58,2020/04/18,,,,,,,,,13,8125072,63.90097220061558
O’Higgins,0.0,55.0,0,2020/04/18,,,,,,,,,6,991063,5.549596746120075
Maule,53.0,276.0,8,2020/04/18,,,,,,,,,7,1131939,24.38293936334025
Ñuble,11.0,667.0,12,2020/04/18,,,,,,,,,16,511551,130.38778147242405
Biobío,28.0,606.0,3,2020/04/18,,,,,,,,,8,1663696,36.424923784152874
Araucanía,37.0,944.0,23,2020/04/18,,,,,,,,,9,1014343,93.0651663194797
Los Ríos,2.0,156.0,3,2020/04/18,,,,,,,,,14,405835,38.439267189867806
Los Lagos,4.0,416.0,6,2020/04/18,,,,,,,,,10,891440,46.66606838373867
Aysén,0.0,7.0,0,2020/04/18,,,,,,,,,11,107297,6.523947547461719
Magallanes,21.0,522.0,6,2020/04/18,,,,,,,,,12,178362,292.663235442527
Arica y Parinacota,0.0,2.0,0,2020/03/25,,,,,,,,,15,252110,0.793304509936139
Tarapacá,0.0,4.0,0,2020/03/25,,,,,,,,,1,382773,1.045005786719544
Antofagasta,6.0,19.0,0,2020/03/25,,,,,,,,,2,691854,2.746244149777265
Atacama,0.0,1.0,0,2020/03/25,,,,,,,,,3,314709,0.3177538615038019
Coquimbo,1.0,12.0,0,2020/03/25,,,,,,,,,4,836096,1.435241886099204
Valparaíso,7.0,32.0,0,2020/03/25,,,,,,,,,5,1960170,1.6325114658422484
Metropolitana,142.0,682.0,2,2020/03/25,,,,,,,,,13,8125072,8.393771772114757
